ID	Name	CampaignID	Holder
1	FiatWorks	635	0x14e15663428672cda90b88dc68f4102443202d83
2	FiatWorks	635	0xe1675ed6a693cf2d796255a5cac80ee13c900c49
3	FiatWorks	635	0x404d0180dbd6d926b9a51fcaa393cd8102bc7629
4	FiatWorks	635	0xcf9ec3781bb904a6a7b350a4a4f9de619435c4cb
5	FiatWorks	635	0x9df412a54229e902401fe8afc0207cd7ddbcd1b6
6	FiatWorks	635	0x3b2cbbe6b4656548e995b26df0954d31c081e0e5
7	FiatWorks	635	0x0ebfb4f869ace6c89ed108a88163836557aa8f29
8	FiatWorks	635	0xfe5c555c3d8174d2447d394e6967cbe8cbfb5077
9	FiatWorks	635	0x07268d7b3e591d2ed547840aeba16d4b70e77777
10	FiatWorks	635	0x5a2c00a81a944bb928069e0b65629fd0adff11d9
11	FiatWorks	635	0x4b7a38091d3c9aaad00ddb9134ad17d88cd96e49
12	FiatWorks	635	0xfccb4231a2a67cfdfd36a593e5e04998a80a2d05
13	FiatWorks	635	0xda4e08852a453f35e0d679523ff6d065e1373377
14	FiatWorks	635	0x3383820dfc906cc59b989ff7e87e68f0aca78c77
15	FiatWorks	635	0xfcf66b4119c32b28765e956bf93e64bc549c6503
16	FiatWorks	635	0x6d79ade3f835cf7b24b74af9fda542fc941c0579
17	FiatWorks	635	0xf370358251292a6f9c0c1c0c727ddad6887011f8
18	FiatWorks	635	0x2408be9d2db8bdd32e3a66059030e1fa7ed48a8d
19	FiatWorks	635	0x0cb711b2398665162e01754b340f46c1bad52e44
20	FiatWorks	635	0x66077bd61170f36d4ddb543e0aad744a8da6fa93
21	FiatWorks	635	0x3b9b7c9abca7cfdfe8b0e0a603dd154145b12781
22	FiatWorks	635	0x839799ba1fb562dd3b5b25a7ef4351965e8ced9b
23	FiatWorks	635	0x97341d987242f1868fac13e5b205fc10e283e70b
24	FiatWorks	635	0x363fee947cdf5c398057cd0801b85550a7e77852
25	FiatWorks	635	0xd489c2eca725ccccc60d9533456d6a2bab46ffe4
26	FiatWorks	635	0xc1511da2e5d41f447fae2ce8e3b28bb0201102e3
27	FiatWorks	635	0xbeb59bc20aea53b45bc778da701ab86e8a62ea79
28	FiatWorks	635	0xaa9a546b305806ba73a8775338e2df114825ca38
29	FiatWorks	635	0x315519c9a189a5f165bea224791a2e84b63ad71f
30	FiatWorks	635	0x98aa4b7f656c351ac9da59d136a5e1b22324fb34
31	FiatWorks	635	0x7ae567d5b26898ae34ecca8be1d9746ae6b9457f
32	FiatWorks	635	0x05887f1c27e855df93b4d3747196fb9e07b68b15
33	FiatWorks	635	0xc743f16786ee1b090152aac8e7c16ec30c7e3146
34	FiatWorks	635	0xcaafee2535f44d5f6b8e00cabb966df6beec7a3f
35	FiatWorks	635	0x5e600e7b573145ef3a4221c162e88f770f248993
36	FiatWorks	635	0xef75c38d656de63f4b4962bac71af3e0eba886bb
37	FiatWorks	635	0xb78e2867ecc8ca97d4fe502cac1f8f575dc88789
38	FiatWorks	635	0x240e75a28257a48917af43e0a01630a025cd20f6
39	FiatWorks	635	0x3923460456bd2716b208c6a1bd962f3b9be388d7
40	FiatWorks	635	0x08b7ab9bbc3a07cf7f75b4acec5b536b7e040cfc
41	FiatWorks	635	0xc0afc8fb125c293b2df655146365e278ff959982
42	FiatWorks	635	0xdfb7251a0e34bcd2266f665c595555ed69ba832e
43	FiatWorks	635	0xfef5b8161994260a6fb709cc5610363ab5b5bad6
44	FiatWorks	635	0x07f06e9596cb4d6fd9eb9d1229b1f45e52c125da
45	FiatWorks	635	0x0be2514e8a81b218b2c8506970c245cda59dc574
46	FiatWorks	635	0xfd3d8ffe248173b710b4e24a7e75ac4424853503
47	FiatWorks	635	0x8e06cde47a67600a1db713cc259494351cd56f87
48	FiatWorks	635	0x962881f75d63d13677538d8b7dbc81576792f849
49	FiatWorks	635	0xc16c9126a8b3f08d2864a791ab168f4b404c466c
50	FiatWorks	635	0x784e5f3f2f14b6aa9a26e2001c65a069b2f82295
51	FiatWorks	635	0xdeaa863e7f42f3582d7dde73d58aca478d2513fd
52	FiatWorks	635	0x66077bd61170f36d4ddb543e0aad744a8da6fa93
53	FiatWorks	635	0xbf934726689acafbc6c17fbe12afd1296a3d1b88
54	FiatWorks	635	0xef08dc3c6bf5f7ad461ac62630ba99855599bc7e
55	FiatWorks	635	0x8aabaa9f8247e4c97ff9dfb0652b71a3ddd264f4
56	FiatWorks	635	0x541cd57eb2e60310e60461a4bce4c38cf2fdc073
57	FiatWorks	635	0x8e9107ceab6081324a7cdeb6f136697fe85d348a
58	FiatWorks	635	0x6df70078bf7b35699ce87750bc3fe327caa9d8e8
59	FiatWorks	635	0x61ad50eaf84e2245e305b754b33b03b9262d8810
60	FiatWorks	635	0xad12fd80971881b8089a013a35a1e8b1493e90d0
61	FiatWorks	635	0x082d882bdcfc30e5a02ca9561606cb4883339fb0
62	FiatWorks	635	0x5bc8e00f4e5523e3363a8903fe5c486fba48446d
63	FiatWorks	635	0x2f04fd2227af438c91a5f59e903c60a502c7e494
64	FiatWorks	635	0x8c7caa2784919baa689d019fc995fd71a11c5c10
65	FiatWorks	635	0x202b167e95b0fc9c4e54cfa8fe1dfdf999c9cdb9
66	FiatWorks	635	0xc70c35f8a0ebf642baaf9ec20ab21a19d886b113
67	FiatWorks	635	0xf5d6bacf23ef66f8ce260d4b799b7ef74494d53e
68	FiatWorks	635	0x789e8dd02ffccd7a753b048559d4fbea1e1a1b7c
